date,ticker,open,high,low,close,adj_close,volume
2019-04-03,^TNX,42.168,42.335,41.211,41.264,41.264,2577819
2019-04-04,^TNX,41.167,41.193,41.048,41.173,41.173,3589060
2019-04-05,^TNX,41.206,41.395,41.082,41.321,41.321,4184742
2019-04-08,^TNX,41.24,41.497,41.203,41.482,41.482,3100469
2019-04-09,^TNX,41.552,41.626,41.14,41.154,41.154,8065614
2019-04-10,^TNX,41.074,41.204,40.953,41.176,41.176,4875411
2019-04-11,^TNX,41.235,41.246,40.922,41.051,41.051,3257691
2019-04-12,^TNX,41.11,41.189,40.972,41.08,41.08,4693784
2019-04-15,^TNX,41.078,41.508,40.941,41.314,41.314,5336212
2019-04-16,^TNX,41.295,41.426,41.257,41.313,41.313,4768369
2019-04-17,^TNX,41.205,41.392,41.005,41.243,41.243,2935425
2019-04-18,^TNX,41.126,41.582,41.004,41.482,41.482,4039606
2019-04-19,^TNX,41.654,41.697,40.82,40.859,40.859,3349794
2019-04-22,^TNX,40.786,41.422,40.671,41.168,41.168,4337355
2019-04-23,^TNX,41.004,41.422,40.989,41.253,41.253,3479436
2019-04-24,^TNX,41.272,41.44,40.931,40.967,40.967,5499988
2019-04-25,^TNX,40.919,41.054,40.427,40.447,40.447,3450254
2019-04-26,^TNX,40.45,40.452,40.303,40.334,40.334,7008023
2019-04-29,^TNX,40.327,40.353,39.889,39.954,39.954,5061856
2019-04-30,^TNX,39.851,39.993,39.814,39.909,39.909,8496984
2019-05-01,^TNX,39.74,39.814,39.661,39.75,39.75,7470487
2019-05-02,^TNX,39.74,39.784,39.554,39.614,39.614,5782447
2019-05-03,^TNX,39.702,39.757,39.579,39.712,39.712,6986231
2019-05-06,^TNX,39.676,39.99,39.569,39.974,39.974,7540630
2019-05-07,^TNX,39.986,40.124,39.753,39.989,39.989,2885265
2019-05-08,^TNX,40.044,40.108,39.857,39.899,39.899,4658004
2019-05-09,^TNX,39.846,39.871,39.607,39.683,39.683,4162301
2019-05-10,^TNX,39.615,40.107,39.596,40.045,40.045,4583680
2019-05-13,^TNX,39.993,40.329,39.913,40.279,40.279,5378613
2019-05-14,^TNX,40.343,40.766,40.324,40.581,40.581,3135140
2019-05-15,^TNX,40.615,40.936,40.564,40.806,40.806,5058981
2019-05-16,^TNX,40.821,41.076,40.463,40.666,40.666,5715938
2019-05-17,^TNX,40.557,40.922,40.553,40.593,40.593,3994844
2019-05-20,^TNX,40.741,40.789,40.613,40.665,40.665,2659754
2019-05-21,^TNX,40.664,40.735,40.566,40.62,40.62,5552303
2019-05-22,^TNX,40.594,40.687,40.508,40.546,40.546,4501352
2019-05-23,^TNX,40.595,40.782,40.29,40.45,40.45,3990753
2019-05-24,^TNX,40.499,40.507,39.813,39.95,39.95,2258294
2019-05-27,^TNX,39.936,39.98,39.77,39.785,39.785,4080544
2019-05-28,^TNX,39.832,39.921,39.59,39.766,39.766,4695685
2019-05-29,^TNX,39.916,40.047,39.508,39.516,39.516,5424064
2019-05-30,^TNX,39.557,39.559,39.053,39.174,39.174,5858144
2019-05-31,^TNX,39.152,39.706,39.072,39.58,39.58,3535474
2019-06-03,^TNX,39.491,39.97,39.447,39.876,39.876,4409619
2019-06-04,^TNX,39.785,39.815,39.201,39.322,39.322,3880170
2019-06-05,^TNX,39.255,39.382,39.141,39.232,39.232,5153905
2019-06-06,^TNX,39.179,39.206,38.373,38.401,38.401,4059375
2019-06-07,^TNX,38.301,38.571,38.198,38.516,38.516,4825828
2019-06-10,^TNX,38.489,38.621,38.36,38.616,38.616,3597828
2019-06-11,^TNX,38.599,38.673,38.253,38.488,38.488,5704535
2019-06-12,^TNX,38.403,39.168,38.35,39.06,39.06,8183170
2019-06-13,^TNX,38.92,39.245,38.858,39.23,39.23,4015822
2019-06-14,^TNX,39.297,39.353,38.883,38.926,38.926,1671162
2019-06-17,^TNX,38.978,39.191,38.884,39.127,39.127,4237629
2019-06-18,^TNX,39.097,39.898,39.068,39.834,39.834,5029442
2019-06-19,^TNX,39.832,40.005,39.685,39.756,39.756,3624699
2019-06-20,^TNX,39.763,39.831,39.504,39.704,39.704,4463020
2019-06-21,^TNX,39.756,39.992,39.564,39.931,39.931,5848906
2019-06-24,^TNX,39.971,40.416,39.851,40.116,40.116,4174560
2019-06-25,^TNX,40.1,40.233,39.805,40.033,40.033,3986341
2019-06-26,^TNX,39.992,40.15,39.898,40.046,40.046,7351241
2019-06-27,^TNX,39.98,40.506,39.811,40.498,40.498,5151013
2019-06-28,^TNX,40.537,40.655,40.484,40.554,40.554,2312587
2019-07-01,^TNX,40.695,40.709,40.153,40.275,40.275,4643773
2019-07-02,^TNX,40.278,40.319,39.971,40.027,40.027,4069735
2019-07-03,^TNX,40.086,40.204,39.644,39.679,39.679,6938714
2019-07-04,^TNX,39.765,39.789,39.241,39.296,39.296,3438086
2019-07-05,^TNX,39.288,39.326,39.183,39.239,39.239,5938918
2019-07-08,^TNX,39.09,39.139,38.871,38.931,38.931,8294265
2019-07-09,^TNX,38.876,39.275,38.574,39.269,39.269,4679031
2019-07-10,^TNX,39.345,39.668,39.208,39.553,39.553,5587923
2019-07-11,^TNX,39.535,39.565,39.501,39.506,39.506,5810079
2019-07-12,^TNX,39.591,39.74,39.063,39.183,39.183,6395187
2019-07-15,^TNX,39.113,39.492,39.081,39.449,39.449,4667613
2019-07-16,^TNX,39.489,39.671,39.478,39.599,39.599,4848766
2019-07-17,^TNX,39.537,39.914,39.391,39.835,39.835,2224820
2019-07-18,^TNX,39.777,40.356,39.719,40.125,40.125,5750133
2019-07-19,^TNX,40.177,40.344,40.124,40.299,40.299,5548301
2019-07-22,^TNX,40.347,40.408,40.203,40.384,40.384,1685019
2019-07-23,^TNX,40.27,40.337,40.257,40.263,40.263,4914753
2019-07-24,^TNX,40.32,40.46,39.793,39.936,39.936,5663213
2019-07-25,^TNX,39.941,40.343,39.922,40.122,40.122,2658426
2019-07-26,^TNX,40.175,40.557,40.155,40.394,40.394,5483215
2019-07-29,^TNX,40.454,40.651,40.059,40.108,40.108,6672581
2019-07-30,^TNX,40.125,40.17,39.678,39.811,39.811,7571303
2019-07-31,^TNX,39.89,39.998,39.879,39.998,39.998,5410791
2019-08-01,^TNX,39.962,40.17,39.821,39.997,39.997,5641706
2019-08-02,^TNX,40.071,40.098,39.761,39.828,39.828,5762362
2019-08-05,^TNX,39.654,39.841,39.41,39.423,39.423,7639824
2019-08-06,^TNX,39.41,39.446,39.304,39.429,39.429,9350715
2019-08-07,^TNX,39.379,39.452,39.122,39.266,39.266,3842242
2019-08-08,^TNX,39.269,39.37,38.915,39.02,39.02,2453666
2019-08-09,^TNX,39.13,39.32,39.123,39.23,39.23,2102445
2019-08-12,^TNX,39.338,39.419,39.129,39.185,39.185,4423819
2019-08-13,^TNX,39.264,39.395,38.988,39.057,39.057,6967487
2019-08-14,^TNX,39.066,39.518,39.03,39.407,39.407,4026446
2019-08-15,^TNX,39.26,39.588,39.157,39.465,39.465,5306960
2019-08-16,^TNX,39.49,39.662,39.322,39.587,39.587,3964874
2019-08-19,^TNX,39.605,39.817,39.415,39.549,39.549,4483011
2019-08-20,^TNX,39.509,39.523,39.33,39.4,39.4,4677020
2019-08-21,^TNX,39.36,39.429,39.301,39.339,39.339,5375145
2019-08-22,^TNX,39.473,39.571,39.178,39.226,39.226,3887157
2019-08-23,^TNX,39.316,39.461,39.301,39.344,39.344,6326183
2019-08-26,^TNX,39.308,39.437,38.82,38.994,38.994,5010324
2019-08-27,^TNX,39.06,39.116,38.516,38.697,38.697,7180038
2019-08-28,^TNX,38.734,38.936,38.669,38.796,38.796,3520810
2019-08-29,^TNX,38.79,38.848,38.677,38.696,38.696,3125726
2019-08-30,^TNX,38.64,38.882,38.631,38.732,38.732,5209907
2019-09-02,^TNX,38.74,38.755,38.481,38.641,38.641,5954821
2019-09-03,^TNX,38.624,38.736,38.486,38.647,38.647,6214286
2019-09-04,^TNX,38.502,38.671,38.45,38.614,38.614,6728495
2019-09-05,^TNX,38.61,38.815,38.52,38.764,38.764,7151113
2019-09-06,^TNX,38.893,39.065,38.785,39.047,39.047,4023663
2019-09-09,^TNX,38.952,38.957,38.505,38.678,38.678,3220324
2019-09-10,^TNX,38.72,38.943,38.711,38.837,38.837,4451759
2019-09-11,^TNX,38.9,39.169,38.466,38.492,38.492,4773808
2019-09-12,^TNX,38.45,38.61,38.105,38.264,38.264,6291237
2019-09-13,^TNX,38.314,38.339,37.406,37.473,37.473,3132374
2019-09-16,^TNX,37.627,38.165,37.479,37.958,37.958,3660941
2019-09-17,^TNX,37.991,38.072,37.586,37.79,37.79,4426961
2019-09-18,^TNX,37.802,38.307,37.797,38.096,38.096,3937579
2019-09-19,^TNX,38.098,38.218,38.055,38.165,38.165,3921057
2019-09-20,^TNX,38.244,38.287,37.945,38.008,38.008,2876644
2019-09-23,^TNX,38.042,38.068,37.59,37.813,37.813,6565189
2019-09-24,^TNX,37.857,37.967,37.744,37.802,37.802,5820690
2019-09-25,^TNX,37.756,38.47,37.682,38.418,38.418,6488524
2019-09-26,^TNX,38.385,38.509,38.203,38.438,38.438,4687041
2019-09-27,^TNX,38.507,38.554,38.109,38.15,38.15,6397863
2019-09-30,^TNX,38.321,38.486,38.102,38.235,38.235,2950854
2019-10-01,^TNX,38.331,38.732,38.323,38.675,38.675,6060212
2019-10-02,^TNX,38.737,38.865,38.606,38.86,38.86,4495144
2019-10-03,^TNX,38.799,39.056,38.666,38.962,38.962,4910122
2019-10-04,^TNX,39.007,39.162,38.83,38.887,38.887,5603148
2019-10-07,^TNX,38.842,38.92,38.416,38.494,38.494,7745004
2019-10-08,^TNX,38.594,38.754,38.288,38.359,38.359,1780947
2019-10-09,^TNX,38.323,38.393,38.072,38.334,38.334,5232247
2019-10-10,^TNX,38.172,38.571,38.075,38.424,38.424,7597329
2019-10-11,^TNX,38.624,38.832,38.334,38.398,38.398,5807841
2019-10-14,^TNX,38.43,38.609,38.38,38.529,38.529,6809369
2019-10-15,^TNX,38.515,38.784,38.499,38.778,38.778,3847955
2019-10-16,^TNX,38.817,39.027,38.606,38.822,38.822,4593527
2019-10-17,^TNX,38.693,39.187,38.686,39.057,39.057,7444781
2019-10-18,^TNX,39.03,39.067,38.942,39.003,39.003,4044526
2019-10-21,^TNX,38.929,39.221,38.777,39.025,39.025,7469475
2019-10-22,^TNX,38.952,39.229,38.942,39.089,39.089,5004494
2019-10-23,^TNX,39.028,39.147,38.641,38.814,38.814,6647648
2019-10-24,^TNX,38.873,38.93,38.804,38.829,38.829,5343497
2019-10-25,^TNX,38.843,39.328,38.833,39.204,39.204,4564165
2019-10-28,^TNX,39.201,39.214,39.058,39.085,39.085,5128817
2019-10-29,^TNX,39.035,39.175,38.955,39.141,39.141,5452916
2019-10-30,^TNX,39.105,39.146,38.785,38.792,38.792,6346482
2019-10-31,^TNX,38.754,38.768,38.012,38.181,38.181,4969018
2019-11-01,^TNX,38.206,38.267,37.925,37.975,37.975,4992592
2019-11-04,^TNX,38.023,38.115,37.893,37.965,37.965,7132518
2019-11-05,^TNX,37.971,38.335,37.916,38.232,38.232,3841945
2019-11-06,^TNX,38.225,38.346,38.051,38.311,38.311,5432420
2019-11-07,^TNX,38.374,38.569,38.297,38.443,38.443,7043349
2019-11-08,^TNX,38.515,38.653,38.203,38.425,38.425,4973809
2019-11-11,^TNX,38.397,38.638,38.21,38.498,38.498,4089766
2019-11-12,^TNX,38.481,38.772,38.4,38.636,38.636,6760307
2019-11-13,^TNX,38.693,38.81,38.546,38.552,38.552,6314275
2019-11-14,^TNX,38.662,38.747,38.547,38.553,38.553,5927184
2019-11-15,^TNX,38.626,38.638,38.46,38.529,38.529,5033122
2019-11-18,^TNX,38.578,38.805,38.559,38.782,38.782,4047690
2019-11-19,^TNX,38.813,38.886,38.471,38.63,38.63,5852821
2019-11-20,^TNX,38.547,38.792,38.485,38.486,38.486,3834678
2019-11-21,^TNX,38.419,38.503,38.184,38.254,38.254,4357168
2019-11-22,^TNX,38.27,38.378,37.853,37.889,37.889,5010570
2019-11-25,^TNX,37.866,37.886,37.451,37.526,37.526,4744827
2019-11-26,^TNX,37.562,38.129,37.345,38.099,38.099,4277652
2019-11-27,^TNX,38.131,38.486,38.054,38.259,38.259,3274475
2019-11-28,^TNX,38.329,38.445,38.15,38.235,38.235,4811570
2019-11-29,^TNX,38.165,38.434,38.154,38.326,38.326,5232120
2019-12-02,^TNX,38.343,38.356,37.903,37.929,37.929,3065085
2019-12-03,^TNX,37.806,38.002,37.596,37.928,37.928,5104830
2019-12-04,^TNX,37.902,37.99,37.857,37.87,37.87,4650639
2019-12-05,^TNX,37.947,38.088,37.72,37.829,37.829,4945296
2019-12-06,^TNX,37.758,38.325,37.643,38.277,38.277,3648617
2019-12-09,^TNX,38.264,38.295,38.005,38.027,38.027,3987496
2019-12-10,^TNX,37.94,38.004,37.353,37.412,37.412,7026722
2019-12-11,^TNX,37.431,37.679,37.349,37.524,37.524,3620943
2019-12-12,^TNX,37.679,37.739,37.398,37.484,37.484,4276122
2019-12-13,^TNX,37.388,37.73,37.381,37.72,37.72,6684775
2019-12-16,^TNX,37.692,37.736,37.39,37.43,37.43,3599238
2019-12-17,^TNX,37.478,37.544,37.052,37.136,37.136,4022657
2019-12-18,^TNX,37.217,37.484,37.19,37.359,37.359,5974890
2019-12-19,^TNX,37.391,37.436,37.136,37.264,37.264,6159967
2019-12-20,^TNX,37.328,37.444,37.233,37.397,37.397,4220625
2019-12-23,^TNX,37.334,37.555,37.185,37.515,37.515,5175792
2019-12-24,^TNX,37.529,37.927,37.415,37.788,37.788,6378957
2019-12-25,^TNX,37.769,37.936,37.554,37.579,37.579,5065166
2019-12-26,^TNX,37.509,38.155,37.42,37.786,37.786,2264019
2019-12-27,^TNX,37.777,38.064,37.767,37.891,37.891,5509704
2019-12-30,^TNX,37.832,37.836,37.511,37.55,37.55,6413949
2019-12-31,^TNX,37.472,37.87,37.408,37.713,37.713,5578552
2020-01-01,^TNX,37.727,38.514,37.702,38.325,38.325,4461472
2020-01-02,^TNX,38.471,38.554,38.203,38.283,38.283,5034165
2020-01-03,^TNX,38.184,38.393,38.131,38.302,38.302,4475756
2020-01-06,^TNX,38.211,38.63,38.165,38.524,38.524,4491474
2020-01-07,^TNX,38.544,38.555,38.481,38.523,38.523,5159929
2020-01-08,^TNX,38.402,39.011,38.25,38.707,38.707,5395804
2020-01-09,^TNX,38.647,38.697,38.455,38.614,38.614,3504550
2020-01-10,^TNX,38.653,38.997,38.645,38.935,38.935,5146377
2020-01-13,^TNX,38.886,38.907,38.783,38.802,38.802,4996187
2020-01-14,^TNX,38.8,38.9,38.702,38.876,38.876,3496592
2020-01-15,^TNX,39.003,39.013,38.626,38.684,38.684,7241737
2020-01-16,^TNX,38.73,38.731,38.654,38.716,38.716,5124577
2020-01-17,^TNX,38.607,38.915,38.594,38.681,38.681,6299644
2020-01-20,^TNX,38.634,39.183,38.621,38.994,38.994,5003707
2020-01-21,^TNX,39.129,39.659,39.108,39.627,39.627,7161451
2020-01-22,^TNX,39.619,39.655,39.153,39.277,39.277,5976342
2020-01-23,^TNX,39.172,39.622,39.116,39.605,39.605,6777648
2020-01-24,^TNX,39.645,39.828,39.599,39.744,39.744,4963151
2020-01-27,^TNX,39.785,39.908,39.648,39.833,39.833,6371654
2020-01-28,^TNX,39.98,40.071,39.54,39.659,39.659,3544825
2020-01-29,^TNX,39.694,39.792,39.363,39.434,39.434,5492406
2020-01-30,^TNX,39.5,39.513,39.326,39.493,39.493,3374634
2020-01-31,^TNX,39.597,39.855,39.42,39.802,39.802,5896737
2020-02-03,^TNX,39.676,39.807,39.57,39.709,39.709,6420611
2020-02-04,^TNX,39.699,39.97,39.507,39.886,39.886,8047024
2020-02-05,^TNX,39.867,40.124,39.822,40.082,40.082,5381436
2020-02-06,^TNX,40.074,40.345,40.012,40.338,40.338,6568273
2020-02-07,^TNX,40.323,40.441,40.153,40.441,40.441,2822705
2020-02-10,^TNX,40.405,40.487,39.815,39.923,39.923,5044114
2020-02-11,^TNX,39.996,40.168,39.731,39.86,39.86,5283678
2020-02-12,^TNX,39.821,40.147,39.712,40.114,40.114,3556113
2020-02-13,^TNX,40.221,40.753,40.024,40.609,40.609,3915598
2020-02-14,^TNX,40.53,40.644,40.394,40.41,40.41,5977506
2020-02-17,^TNX,40.36,40.533,40.288,40.433,40.433,5773980
2020-02-18,^TNX,40.253,40.378,40.182,40.281,40.281,6607344
2020-02-19,^TNX,40.159,40.165,39.753,39.761,39.761,5852792
2020-02-20,^TNX,39.913,40.019,39.602,39.678,39.678,6098984
2020-02-21,^TNX,39.581,39.894,39.456,39.89,39.89,6141103
2020-02-24,^TNX,39.898,39.996,39.58,39.746,39.746,7319892
2020-02-25,^TNX,39.8,39.883,39.547,39.801,39.801,7039317
2020-02-26,^TNX,39.834,39.876,39.508,39.538,39.538,5839330
2020-02-27,^TNX,39.649,39.657,39.511,39.545,39.545,3639175
2020-02-28,^TNX,39.733,39.742,39.116,39.27,39.27,4227693
2020-03-02,^TNX,39.252,39.499,39.132,39.338,39.338,6578237
2020-03-03,^TNX,39.314,39.709,39.259,39.499,39.499,4006891
2020-03-04,^TNX,39.582,39.654,39.449,39.537,39.537,5016212
2020-03-05,^TNX,39.484,39.512,39.217,39.421,39.421,4895396
2020-03-06,^TNX,39.289,39.462,39.147,39.378,39.378,3919222
2020-03-09,^TNX,39.403,39.505,39.03,39.124,39.124,6504305
2020-03-10,^TNX,39.071,39.146,39.051,39.139,39.139,5082904
2020-03-11,^TNX,39.101,39.335,38.879,39.185,39.185,5392365
2020-03-12,^TNX,39.134,39.649,39.045,39.438,39.438,4269999
2020-03-13,^TNX,39.417,39.636,39.221,39.522,39.522,5374710
2020-03-16,^TNX,39.543,39.639,39.192,39.281,39.281,4126098
2020-03-17,^TNX,39.207,39.264,38.973,39.079,39.079,3071139
2020-03-18,^TNX,39.314,39.357,38.975,39.015,39.015,4370690
2020-03-19,^TNX,38.835,38.992,38.825,38.944,38.944,5888994
2020-03-20,^TNX,39.047,39.118,38.463,38.737,38.737,7109408
2020-03-23,^TNX,38.713,39.183,38.682,38.846,38.846,2731534
2020-03-24,^TNX,38.789,39.118,38.761,39.09,39.09,2513790
2020-03-25,^TNX,39.071,39.272,38.926,39.08,39.08,3918211
2020-03-26,^TNX,39.157,39.601,38.993,39.562,39.562,4990801
2020-03-27,^TNX,39.531,39.635,39.44,39.496,39.496,5200929
2020-03-30,^TNX,39.485,39.722,39.246,39.721,39.721,3362480
2020-03-31,^TNX,39.701,39.883,39.346,39.424,39.424,5211825
2020-04-01,^TNX,39.355,39.484,38.722,38.754,38.754,1706709
2020-04-02,^TNX,38.839,38.933,38.57,38.77,38.77,5410204
2020-04-03,^TNX,38.821,38.866,38.611,38.639,38.639,6759014
2020-04-06,^TNX,38.654,38.737,38.592,38.652,38.652,2404216
2020-04-07,^TNX,38.73,38.926,38.479,38.907,38.907,4172932
2020-04-08,^TNX,38.979,39.38,38.959,39.218,39.218,4084467
2020-04-09,^TNX,39.242,39.307,39.034,39.118,39.118,7004584
2020-04-10,^TNX,39.1,39.53,39.038,39.444,39.444,5241411
2020-04-13,^TNX,39.443,39.592,39.113,39.197,39.197,3659726
2020-04-14,^TNX,39.24,39.704,38.964,39.507,39.507,5302562
2020-04-15,^TNX,39.602,39.659,39.312,39.552,39.552,6576239
2020-04-16,^TNX,39.553,39.654,39.371,39.388,39.388,5397516
2020-04-17,^TNX,39.445,39.515,38.897,38.99,38.99,3576985
2020-04-20,^TNX,39.038,39.487,38.951,39.312,39.312,5926490
2020-04-21,^TNX,39.194,39.267,39.139,39.255,39.255,6013593
2020-04-22,^TNX,39.152,39.491,39.074,39.488,39.488,4752098
2020-04-23,^TNX,39.597,39.86,39.544,39.731,39.731,4499880
2020-04-24,^TNX,39.703,40.254,39.65,40.197,40.197,6590010
2020-04-27,^TNX,40.124,40.195,39.834,40.003,40.003,3939965
2020-04-28,^TNX,40.121,40.283,39.833,40.021,40.021,5629344
2020-04-29,^TNX,39.911,40.073,39.811,40.034,40.034,4984126
2020-04-30,^TNX,40.133,40.228,39.884,39.884,39.884,4839426
2020-05-01,^TNX,39.938,40.212,39.911,40.099,40.099,7215640
2020-05-04,^TNX,40.121,40.554,39.823,40.435,40.435,5695209
2020-05-05,^TNX,40.36,40.412,40.187,40.195,40.195,5952921
2020-05-06,^TNX,40.256,40.564,40.009,40.035,40.035,5681774
2020-05-07,^TNX,39.974,40.24,39.972,40.238,40.238,4161385
2020-05-08,^TNX,40.282,40.317,39.825,39.876,39.876,5157599
2020-05-11,^TNX,39.891,40.051,39.885,39.944,39.944,6821579
2020-05-12,^TNX,39.961,40.074,39.803,39.89,39.89,4843498
2020-05-13,^TNX,39.814,39.841,39.582,39.597,39.597,4769043
2020-05-14,^TNX,39.492,39.771,39.389,39.728,39.728,3782469
2020-05-15,^TNX,39.708,40.319,39.548,40.058,40.058,1935196
2020-05-18,^TNX,40.105,40.355,40.062,40.319,40.319,3097890
2020-05-19,^TNX,40.288,40.595,40.222,40.518,40.518,4612015
2020-05-20,^TNX,40.398,40.788,40.199,40.513,40.513,6288100
2020-05-21,^TNX,40.546,40.662,40.023,40.041,40.041,6441273
2020-05-22,^TNX,40.049,40.151,39.822,39.841,39.841,5820293
2020-05-25,^TNX,39.846,40.041,39.637,39.717,39.717,4264155
2020-05-26,^TNX,39.71,39.916,39.203,39.253,39.253,2216023
2020-05-27,^TNX,39.151,39.527,39.023,39.474,39.474,4919803
2020-05-28,^TNX,39.418,39.599,39.276,39.545,39.545,4219437
2020-05-29,^TNX,39.534,39.58,39.128,39.208,39.208,2737031
2020-06-01,^TNX,39.268,39.294,38.975,39.036,39.036,4653485
2020-06-02,^TNX,39.055,39.221,39.002,39.203,39.203,7135580
2020-06-03,^TNX,39.217,39.27,39.174,39.26,39.26,4996760
2020-06-04,^TNX,39.426,39.594,38.885,39.06,39.06,4718570
2020-06-05,^TNX,39.083,39.154,38.905,39.035,39.035,6699331
2020-06-08,^TNX,38.974,39.653,38.956,39.528,39.528,5803976
2020-06-09,^TNX,39.544,39.58,39.308,39.419,39.419,2970381
2020-06-10,^TNX,39.212,39.85,39.193,39.607,39.607,3401302
2020-06-11,^TNX,39.602,39.7,39.253,39.369,39.369,6507744
2020-06-12,^TNX,39.353,39.469,39.336,39.449,39.449,2730866
2020-06-15,^TNX,39.325,39.615,39.216,39.563,39.563,5661453
2020-06-16,^TNX,39.44,39.876,39.146,39.823,39.823,4689057
2020-06-17,^TNX,39.881,39.944,39.807,39.929,39.929,4995228
2020-06-18,^TNX,39.906,39.947,39.47,39.521,39.521,6643852
2020-06-19,^TNX,39.477,39.576,39.079,39.088,39.088,4556217
2020-06-22,^TNX,39.133,39.228,39.025,39.211,39.211,5914426
2020-06-23,^TNX,39.233,39.429,38.932,38.976,38.976,3292329
2020-06-24,^TNX,39.035,39.299,38.869,39.055,39.055,3910283
