date,ticker,open,high,low,close,adj_close,volume
2019-02-19,SPY,256.319,259.743,254.596,259.261,259.261,8318946
2019-02-20,SPY,259.917,260.633,258.639,258.94,258.94,14711631
2019-02-21,SPY,258.204,259.124,256.373,256.376,256.376,7847499
2019-02-22,SPY,256.215,257.033,253.289,253.884,253.884,9285965
2019-02-25,SPY,254.574,256.435,253.886,255.907,255.907,6761270
2019-02-26,SPY,256.167,258.989,255.542,258.232,258.232,12972285
2019-02-27,SPY,258.333,259.985,258.296,259.954,259.954,16292532
2019-02-28,SPY,259.841,260.446,257.71,257.919,257.919,4714549
2019-03-01,SPY,257.721,260.039,257.635,258.672,258.672,8961514
2019-03-04,SPY,258.821,259.738,258.74,259.067,259.067,13794340
2019-03-05,SPY,258.937,259.919,258.876,259.781,259.781,5659163
2019-03-06,SPY,259.759,263.04,259.613,262.546,262.546,11700052
2019-03-07,SPY,262.587,263.585,262.388,263.285,263.285,13664417
2019-03-08,SPY,262.928,266.258,262.334,265.472,265.472,10234686
2019-03-11,SPY,265.755,266.949,264.741,265.722,265.722,11650789
2019-03-12,SPY,267.27,267.841,265.839,266.679,266.679,15282707
2019-03-13,SPY,265.732,269.197,264.338,268.742,268.742,15845280
2019-03-14,SPY,268.916,269.472,263.43,264.117,264.117,9814098
2019-03-15,SPY,263.715,264.798,262.942,263.139,263.139,8402866
2019-03-18,SPY,263.443,264.219,261.295,261.692,261.692,7240060
2019-03-19,SPY,261.716,262.284,258.612,259.726,259.726,12930892
2019-03-20,SPY,260.122,260.401,257.517,258.903,258.903,5884673
2019-03-21,SPY,259.512,264.701,259.038,263.623,263.623,9242278
2019-03-22,SPY,263.725,264.85,260.8,260.932,260.932,10308069
2019-03-25,SPY,261.523,264.666,260.852,264.015,264.015,8490992
2019-03-26,SPY,262.777,262.845,258.004,258.77,258.77,10839461
2019-03-27,SPY,259.593,260.513,257.343,257.765,257.765,17693540
2019-03-28,SPY,257.959,258.392,257.82,258.302,258.302,9635204
2019-03-29,SPY,258.859,260.985,256.64,260.159,260.159,8693783
2019-04-01,SPY,259.524,263.447,259.29,262.422,262.422,13045995
2019-04-02,SPY,261.986,265.13,260.724,264.966,264.966,10718751
2019-04-03,SPY,265.044,265.858,262.939,263.894,263.894,14318007
2019-04-04,SPY,263.885,264.216,262.177,262.467,262.467,10494063
2019-04-05,SPY,262.616,265.674,261.836,265.217,265.217,9254730
2019-04-08,SPY,265.792,266.72,263.801,264.643,264.643,4648825
2019-04-09,SPY,263.708,263.951,259.484,260.656,260.656,5140796
2019-04-10,SPY,261.163,262.029,255.933,257.168,257.168,4492904
2019-04-11,SPY,257.172,257.503,254.226,254.378,254.378,11138017
2019-04-12,SPY,254.275,256.197,252.253,255.933,255.933,5913252
2019-04-15,SPY,255.18,256.773,254.92,256.404,256.404,13766732
2019-04-16,SPY,256.662,258.819,256.158,258.57,258.57,10090740
2019-04-17,SPY,257.322,258.11,257.098,257.281,257.281,9267439
2019-04-18,SPY,257.614,258.228,257.062,257.804,257.804,7468435
2019-04-19,SPY,257.034,259.812,256.379,259.78,259.78,11866776
2019-04-22,SPY,259.807,259.855,257.836,258.85,258.85,7586507
2019-04-23,SPY,258.788,260.856,258.733,260.306,260.306,7043866
2019-04-24,SPY,260.915,261.717,258.255,258.28,258.28,13565050
2019-04-25,SPY,258.187,258.975,256.921,257.19,257.19,11063863
2019-04-26,SPY,256.833,257.192,255.104,256.047,256.047,9295212
2019-04-29,SPY,255.788,256.798,251.787,252.431,252.431,11924299
2019-04-30,SPY,253.074,254.864,252.836,253.943,253.943,10026796
2019-05-01,SPY,254.215,255.919,252.497,252.549,252.549,11149039
2019-05-02,SPY,252.354,253.378,251.176,252.619,252.619,7549456
2019-05-03,SPY,252.5,255.201,251.5,254.113,254.113,16211196
2019-05-06,SPY,253.317,255.577,253.308,255.511,255.511,8261140
2019-05-07,SPY,255.71,258.876,254.19,257.592,257.592,14668049
2019-05-08,SPY,256.686,258.745,256.24,257.321,257.321,9433393
2019-05-09,SPY,257.708,257.905,254.724,256.05,256.05,12421291
2019-05-10,SPY,256.116,256.571,253.45,255.838,255.838,12202670
2019-05-13,SPY,257.059,257.764,250.19,250.742,250.742,13440555
2019-05-14,SPY,250.19,250.237,246.385,246.457,246.457,7478129
2019-05-15,SPY,246.406,246.861,241.776,242.607,242.607,13226906
2019-05-16,SPY,243.479,244.54,239.118,239.751,239.751,15539320
2019-05-17,SPY,240.323,241.259,240.07,240.935,240.935,9223921
2019-05-20,SPY,240.599,241.689,237.757,238.362,238.362,10104118
2019-05-21,SPY,238.468,239.238,236.994,237.313,237.313,8429660
2019-05-22,SPY,237.314,241.701,237.01,241.072,241.072,8960691
2019-05-23,SPY,241.208,241.559,240.057,240.075,240.075,15134268
2019-05-24,SPY,239.739,242.636,239.349,242.24,242.24,6987296
2019-05-27,SPY,242.197,242.994,239.561,239.572,239.572,7173644
2019-05-28,SPY,238.806,239.544,238.108,239.012,239.012,14832703
2019-05-29,SPY,239.077,239.729,236.006,236.333,236.333,11873645
2019-05-30,SPY,236.546,237.363,234.466,235.404,235.404,16361111
2019-05-31,SPY,235.297,238.614,233.901,237.82,237.82,8648684
2019-06-03,SPY,237.052,237.658,232.548,232.971,232.971,10378843
2019-06-04,SPY,233.431,234.401,233.033,234.218,234.218,8017969
2019-06-05,SPY,234.389,235.1,234.343,234.918,234.918,10429904
2019-06-06,SPY,234.577,234.918,233.231,233.278,233.278,4677710
2019-06-07,SPY,233.148,233.383,229.029,229.295,229.295,12054864
2019-06-10,SPY,228.606,230.104,228.595,229.523,229.523,10970422
2019-06-11,SPY,229.052,229.979,228.071,228.098,228.098,9827336
2019-06-12,SPY,227.853,229.364,227.733,228.765,228.765,8828907
2019-06-13,SPY,229.327,229.455,227.236,228.854,228.854,7315738
2019-06-14,SPY,228.562,234.13,227.272,233.325,233.325,12183139
2019-06-17,SPY,233.624,233.656,232.583,232.686,232.686,6486730
2019-06-18,SPY,232.435,233.415,229.475,229.875,229.875,11535688
2019-06-19,SPY,229.989,231.067,229.038,230.4,230.4,16223354
2019-06-20,SPY,230.334,231.295,230.009,231.038,231.038,14456564
2019-06-21,SPY,231.441,235.108,230.975,234.867,234.867,5484616
2019-06-24,SPY,234.616,237.724,233.582,237.263,237.263,8389786
2019-06-25,SPY,236.517,239.487,236.101,238.312,238.312,11264352
2019-06-26,SPY,237.653,243.202,237.113,242.564,242.564,9789154
2019-06-27,SPY,242.306,242.552,238.693,239.159,239.159,5801783
2019-06-28,SPY,238.562,238.639,237.038,237.361,237.361,11155948
2019-07-01,SPY,237.555,238.334,234.593,234.766,234.766,9969949
2019-07-02,SPY,234.547,234.78,232.8,233.7,233.7,15742976
2019-07-03,SPY,234.81,235.946,228.597,229.901,229.901,9240314
2019-07-04,SPY,229.102,232.03,228.197,231.689,231.689,13504010
2019-07-05,SPY,231.784,232.058,229.752,231.102,231.102,6198735
2019-07-08,SPY,230.58,232.482,226.347,227.088,227.088,6915972
2019-07-09,SPY,226.864,226.89,223.819,224.366,224.366,12164986
2019-07-10,SPY,224.429,225.452,223.342,225.24,225.24,13251192
2019-07-11,SPY,224.193,228.105,223.699,227.546,227.546,7127822
2019-07-12,SPY,227.654,233.85,226.278,233.094,233.094,10072232
2019-07-15,SPY,233.981,241.656,233.266,241.419,241.419,5855262
2019-07-16,SPY,241.2,242.783,240.332,242.654,242.654,9456341
2019-07-17,SPY,242.78,243.055,239.53,239.82,239.82,12510768
2019-07-18,SPY,240.312,241.694,233.661,233.792,233.792,8695125
2019-07-19,SPY,233.715,235.371,233.012,234.574,234.574,9252896
2019-07-22,SPY,234.302,234.977,231.256,232.327,232.327,6610614
2019-07-23,SPY,231.269,232.733,230.411,231.201,231.201,8054925
2019-07-24,SPY,231.498,232.03,229.509,229.539,229.539,15274333
2019-07-25,SPY,229.487,229.762,228.584,229.18,229.18,10218775
2019-07-26,SPY,228.716,233.375,228.097,232.161,232.161,6993077
2019-07-29,SPY,232.219,233.165,231.78,232.628,232.628,9055684
2019-07-30,SPY,232.357,232.745,231.702,232.215,232.215,5207717
2019-07-31,SPY,231.97,232.878,229.36,229.377,229.377,6957521
2019-08-01,SPY,229.655,230.165,224.625,224.842,224.842,14081019
2019-08-02,SPY,224.24,224.919,223.427,223.562,223.562,9572553
2019-08-05,SPY,224.03,224.944,222.081,223.446,223.446,15672191
2019-08-06,SPY,222.822,229.002,221.644,228.267,228.267,9713956
2019-08-07,SPY,227.964,228.932,227.804,228.653,228.653,9892064
2019-08-08,SPY,229.532,232.109,228.698,231.395,231.395,11922682
2019-08-09,SPY,231.917,232.068,229.031,230.042,230.042,1982237
2019-08-12,SPY,230.087,230.279,226.385,226.823,226.823,10614818
2019-08-13,SPY,226.397,226.733,223.884,224.24,224.24,9853041
2019-08-14,SPY,224.003,224.375,222.177,222.326,222.326,14458117
2019-08-15,SPY,222.358,228.505,221.293,228.106,228.106,12894038
2019-08-16,SPY,228.124,228.548,225.495,225.898,225.898,6598925
2019-08-19,SPY,225.857,228.514,225.405,228.212,228.212,13726416
2019-08-20,SPY,228.197,228.239,225.437,225.781,225.781,9213056
2019-08-21,SPY,225.684,228.651,225.095,228.348,228.348,7286640
2019-08-22,SPY,227.69,229.539,227.631,229.435,229.435,10591310
2019-08-23,SPY,229.198,229.576,228.415,229.033,229.033,9391692
2019-08-26,SPY,229.452,230.872,228.722,228.951,228.951,14615396
2019-08-27,SPY,228.324,228.968,225.72,227.188,227.188,11021866
2019-08-28,SPY,227.102,229.105,227.036,228.436,228.436,10616977
2019-08-29,SPY,228.062,230.175,226.412,227.221,227.221,12701941
2019-08-30,SPY,227.272,227.624,223.812,223.933,223.933,13278615
2019-09-02,SPY,223.759,224.084,219.659,220.553,220.553,12350815
2019-09-03,SPY,221.205,221.672,220.243,221.039,221.039,14258390
2019-09-04,SPY,221.263,225.978,220.571,225.296,225.296,11826047
2019-09-05,SPY,224.705,226.058,224.405,225.758,225.758,10502954
2019-09-06,SPY,226.061,226.404,224.831,225.465,225.465,13717516
2019-09-09,SPY,225.116,226.708,224.725,226.269,226.269,9727312
2019-09-10,SPY,226.008,229.992,225.653,229.872,229.872,10099740
2019-09-11,SPY,230.016,230.603,229.258,230.508,230.508,15164731
2019-09-12,SPY,230.281,231.032,229.031,229.403,229.403,14865772
2019-09-13,SPY,229.813,233.101,229.625,232.498,232.498,9975473
2019-09-16,SPY,232.138,233.841,231.701,233.728,233.728,8639345
2019-09-17,SPY,233.438,238.584,233.243,238.105,238.105,14389521
2019-09-18,SPY,237.793,239.473,237.478,238.66,238.66,12401255
2019-09-19,SPY,238.39,238.944,234.963,235.209,235.209,10946744
2019-09-20,SPY,235.726,236.862,231.251,231.408,231.408,9034382
2019-09-23,SPY,231.699,236.291,230.592,236.069,236.069,10995090
2019-09-24,SPY,236.876,241.153,236.754,241.033,241.033,9934875
2019-09-25,SPY,242.126,242.692,239.694,240.545,240.545,8006985
2019-09-26,SPY,240.049,240.705,239.07,239.472,239.472,10387127
2019-09-27,SPY,239.506,243.948,238.452,243.74,243.74,10796272
2019-09-30,SPY,243.167,243.594,239.759,240.554,240.554,8873815
2019-10-01,SPY,240.18,240.227,237.421,238.016,238.016,12711477
2019-10-02,SPY,237.716,240.376,237.106,239.891,239.891,13866497
2019-10-03,SPY,239.384,239.572,238.724,238.788,238.788,12909693
2019-10-04,SPY,238.286,238.818,237.847,238.804,238.804,9171255
2019-10-07,SPY,238.735,238.76,237.469,238.367,238.367,12267465
2019-10-08,SPY,237.787,240.719,237.567,239.365,239.365,10233884
2019-10-09,SPY,239.768,243.764,239.447,243.473,243.473,6292762
2019-10-10,SPY,243.026,243.81,241.508,243.769,243.769,12018188
2019-10-11,SPY,245.139,245.899,245.087,245.691,245.691,10438395
2019-10-14,SPY,245.47,245.651,239.733,239.751,239.751,17780644
2019-10-15,SPY,239.786,240.137,239.51,239.642,239.642,14371813
2019-10-16,SPY,239.021,239.795,235.76,237.26,237.26,12133450
2019-10-17,SPY,238.069,239.232,232.974,233.845,233.845,10747512
2019-10-18,SPY,234.368,234.613,230.878,231.423,231.423,10491167
2019-10-21,SPY,231.56,232.091,229.861,230.526,230.526,6988932
2019-10-22,SPY,229.905,234.284,229.552,233.104,233.104,4783038
2019-10-23,SPY,233.202,233.749,229.387,229.452,229.452,7382323
2019-10-24,SPY,228.938,230.577,228.405,229.566,229.566,9856849
2019-10-25,SPY,230.237,230.398,227.922,228.265,228.265,3683382
2019-10-28,SPY,228.635,228.811,227.155,227.398,227.398,8367035
2019-10-29,SPY,227.442,230.303,226.699,230.181,230.181,9257161
2019-10-30,SPY,229.059,232.076,228.237,231.701,231.701,9353720
2019-10-31,SPY,231.246,236.128,231.175,235.48,235.48,8014829
2019-11-01,SPY,235.804,235.85,233.854,235.074,235.074,8975459
2019-11-04,SPY,235.644,235.941,233.113,233.149,233.149,15171681
2019-11-05,SPY,233.666,234.245,232.357,232.553,232.553,11986436
2019-11-06,SPY,231.812,233.824,231.136,233.26,233.26,8319098
2019-11-07,SPY,233.401,234.027,233.165,233.785,233.785,9794957
2019-11-08,SPY,234.26,236.16,230.219,230.792,230.792,9915060
2019-11-11,SPY,230.027,231.503,229.898,231.072,231.072,7696134
2019-11-12,SPY,231.069,232.1,230.157,231.736,231.736,7692609
2019-11-13,SPY,231.863,239.604,230.878,238.874,238.874,13031572
2019-11-14,SPY,238.73,244.467,237.926,244.346,244.346,8740647
2019-11-15,SPY,243.441,243.482,241.02,241.888,241.888,6715911
2019-11-18,SPY,241.73,243.369,240.852,241.086,241.086,9870579
2019-11-19,SPY,240.928,241.084,235.856,236.919,236.919,10354029
2019-11-20,SPY,236.849,237.509,234.53,235.276,235.276,4081887
2019-11-21,SPY,235.011,236.543,234.529,236.199,236.199,9877761
2019-11-22,SPY,235.99,240.594,235.344,239.672,239.672,12603940
2019-11-25,SPY,239.653,239.675,236.381,237.615,237.615,11353688
2019-11-26,SPY,237.825,238.027,235.408,235.787,235.787,16689385
2019-11-27,SPY,235.643,235.858,229.552,229.818,229.818,13753328
2019-11-28,SPY,229.63,229.716,228.94,229.399,229.399,14346802
2019-11-29,SPY,229.442,229.617,226.348,226.522,226.522,18400258
2019-12-02,SPY,225.652,226.692,223.988,225.117,225.117,12274469
2019-12-03,SPY,225.331,226.33,222.321,222.789,222.789,10489211
2019-12-04,SPY,222.788,223.179,221.929,222.565,222.565,12921221
2019-12-05,SPY,222.583,222.588,217.705,217.948,217.948,8322291
2019-12-06,SPY,218.367,218.765,213.837,214.172,214.172,10323059
2019-12-09,SPY,213.335,220.155,213.166,219.743,219.743,8056817
2019-12-10,SPY,218.875,219.059,215.91,216.402,216.402,11193954
2019-12-11,SPY,216.52,217.147,213.496,213.599,213.599,8044273
2019-12-12,SPY,213.596,218.57,212.386,218.388,218.388,7939215
2019-12-13,SPY,218.462,226.318,217.555,226.164,226.164,11240420
2019-12-16,SPY,225.955,226.176,222.798,223.035,223.035,9586866
2019-12-17,SPY,223.332,224.59,222.064,222.08,222.08,4217437
2019-12-18,SPY,222.495,223.469,221.931,223.021,223.021,5633329
2019-12-19,SPY,223.237,227.775,222.48,227.725,227.725,6558201
2019-12-20,SPY,227.606,227.897,224.512,225.073,225.073,7351084
2019-12-23,SPY,224.124,224.456,224.072,224.44,224.44,11243270
2019-12-24,SPY,224.785,226.913,223.557,226.572,226.572,10656817
2019-12-25,SPY,227.126,228.845,226.361,227.787,227.787,13195838
2019-12-26,SPY,228.08,228.43,225.385,226.79,226.79,12258405
2019-12-27,SPY,226.391,227.184,226.336,226.455,226.455,13215709
2019-12-30,SPY,226.76,227.934,221.357,222.778,222.778,11825189
2019-12-31,SPY,223.161,223.694,221.764,222.17,222.17,10629038
2020-01-01,SPY,222.863,223.563,220.889,221.489,221.489,13298055
2020-01-02,SPY,221.101,222.525,220.661,222.136,222.136,12758238
2020-01-03,SPY,222.035,222.436,220.274,220.689,220.689,11128286
2020-01-06,SPY,221.018,222.571,220.85,221.969,221.969,13813216
2020-01-07,SPY,221.995,224.887,221.67,224.712,224.712,2962635
2020-01-08,SPY,224.21,226.415,223.773,225.16,225.16,9128610
2020-01-09,SPY,225.347,226.477,225.262,226.142,226.142,9082629
2020-01-10,SPY,226.403,226.674,226.037,226.315,226.315,13458049
2020-01-13,SPY,226.355,226.915,225.591,226.344,226.344,14714185
2020-01-14,SPY,226.443,226.928,224.197,224.421,224.421,5649462
2020-01-15,SPY,224.305,226.015,224.077,225.304,225.304,14233502
2020-01-16,SPY,225.97,226.998,224.95,225.07,225.07,6485664
2020-01-17,SPY,224.664,231.688,223.712,230.824,230.824,6576354
2020-01-20,SPY,230.553,235.755,229.869,235.254,235.254,9297143
2020-01-21,SPY,235.259,237.561,233.326,236.376,236.376,9045381
2020-01-22,SPY,236.791,237.142,233.937,234.251,234.251,5324748
2020-01-23,SPY,233.55,233.578,230.744,231.174,231.174,11949634
2020-01-24,SPY,230.569,236.077,230.466,234.532,234.532,12038207
2020-01-27,SPY,233.577,236.731,233.183,235.303,235.303,13162125
2020-01-28,SPY,235.319,236.785,234.523,236.693,236.693,8699634
2020-01-29,SPY,236.164,236.417,231.324,231.819,231.819,9881252
2020-01-30,SPY,231.641,235.221,231.233,234.443,234.443,9908719
2020-01-31,SPY,234.753,235.802,234.616,235.755,235.755,15063986
2020-02-03,SPY,235.453,235.534,231.47,232.665,232.665,1497266
2020-02-04,SPY,232.772,233.432,230.062,231.381,231.381,7129167
2020-02-05,SPY,231.243,232.24,230.245,232.144,232.144,10016623
2020-02-06,SPY,232.456,233.313,232.028,232.32,232.32,6743289
2020-02-07,SPY,232.541,232.547,231.266,231.537,231.537,9225039
2020-02-10,SPY,231.216,231.359,231.025,231.279,231.279,9621773
2020-02-11,SPY,231.201,231.939,230.268,230.61,230.61,8026942
2020-02-12,SPY,231.092,231.77,230.489,231.062,231.062,10193407
2020-02-13,SPY,231.244,237.195,230.162,235.209,235.209,11884448
2020-02-14,SPY,234.551,234.816,228.059,228.104,228.104,9291201
2020-02-17,SPY,228.403,228.664,227.101,227.485,227.485,8640416
2020-02-18,SPY,226.992,228.356,226.531,227.997,227.997,9502705
2020-02-19,SPY,228.641,230.126,228.347,228.837,228.837,9977691
2020-02-20,SPY,229.306,229.851,227.111,227.848,227.848,4779041
2020-02-21,SPY,227.98,229.077,222.893,223.123,223.123,11384662
2020-02-24,SPY,223.193,224.975,222.671,224.032,224.032,8646996
2020-02-25,SPY,223.938,228.987,223.905,228.753,228.753,13784605
2020-02-26,SPY,229.064,229.137,224.008,224.61,224.61,11773160
2020-02-27,SPY,224.443,227.85,224.27,226.979,226.979,13510199
2020-02-28,SPY,227.086,227.445,225.912,226.115,226.115,6966989
2020-03-02,SPY,226.509,226.952,225.505,225.978,225.978,8885840
2020-03-03,SPY,225.724,225.792,222.882,223.169,223.169,6272625
2020-03-04,SPY,222.894,223.084,222.147,222.304,222.304,7884426
2020-03-05,SPY,221.772,227.132,220.714,225.828,225.828,13756316
2020-03-06,SPY,225.347,228.794,224.23,227.441,227.441,14462472
2020-03-09,SPY,226.609,232.281,226.321,232.248,232.248,6555600
2020-03-10,SPY,232.587,235.628,232.018,235.583,235.583,8625167
2020-03-11,SPY,236.435,237.123,236.221,236.858,236.858,9771413
2020-03-12,SPY,237.533,242.701,236.977,241.898,241.898,11756817
2020-03-13,SPY,241.111,243.447,240.192,243.207,243.207,4720569
2020-03-16,SPY,243.559,245.977,242.528,245.667,245.667,5191000
2020-03-17,SPY,246.365,247.089,243.595,244.825,244.825,11468878
2020-03-18,SPY,244.601,245.448,244.343,245.052,245.052,4152884
2020-03-19,SPY,245.102,245.129,242.735,243.041,243.041,8659608
2020-03-20,SPY,242.065,247.142,241.387,245.975,245.975,10486275
2020-03-23,SPY,246.107,246.627,242.182,242.553,242.553,11246998
2020-03-24,SPY,242.037,246.298,241.173,244.872,244.872,9574846
2020-03-25,SPY,244.97,245.5,243.696,244.344,244.344,8902730
2020-03-26,SPY,243.581,248.921,243.013,247.834,247.834,12533713
2020-03-27,SPY,248.103,250.744,247.289,250.109,250.109,10855618
2020-03-30,SPY,250.622,255.847,250.32,255.666,255.666,8058950
2020-03-31,SPY,255.266,258.681,254.467,257.951,257.951,10113169
2020-04-01,SPY,257.364,257.54,252.839,253.163,253.163,11149507
2020-04-02,SPY,252.071,253.578,250.087,252.992,252.992,15154712
2020-04-03,SPY,252.857,252.934,249.4,249.491,249.491,12358971
2020-04-06,SPY,249.2,250.256,247.849,247.975,247.975,13643671
2020-04-07,SPY,247.206,253.542,246.595,252.546,252.546,8168178
2020-04-08,SPY,252.774,255.572,251.344,254.518,254.518,8427451
2020-04-09,SPY,254.289,254.664,251.544,252.424,252.424,9293860
2020-04-10,SPY,251.881,253.441,248.79,249.404,249.404,9569282
2020-04-13,SPY,249.127,250.554,248.192,249.534,249.534,6975925
2020-04-14,SPY,250.069,251.491,245.91,245.949,245.949,13797801
2020-04-15,SPY,246.246,247.295,243.265,244.007,244.007,12650055
2020-04-16,SPY,243.944,245.642,242.867,244.954,244.954,9082966
2020-04-17,SPY,245.257,249.557,244.733,248.405,248.405,11925132
2020-04-20,SPY,247.829,250.486,247.255,250.259,250.259,10668697
2020-04-21,SPY,250.275,251.097,242.296,243.502,243.502,12159484
2020-04-22,SPY,243.574,244.828,242.753,244.425,244.425,5967079
2020-04-23,SPY,244.195,245.628,244.191,244.667,244.667,9563017
2020-04-24,SPY,244.88,246.368,244.275,245.917,245.917,9825884
2020-04-27,SPY,245.533,252.373,245.256,250.765,250.765,11870926
2020-04-28,SPY,251.021,251.189,243.337,244.664,244.664,8114687
2020-04-29,SPY,244.934,245.77,241.415,242.966,242.966,2500208
2020-04-30,SPY,241.548,244.739,240.554,244.726,244.726,6754901
2020-05-01,SPY,245.308,245.676,239.504,240.156,240.156,9816856
2020-05-04,SPY,238.692,245.131,237.94,244.478,244.478,10191653
2020-05-05,SPY,244.177,246.311,244.175,245.593,245.593,15051244
2020-05-06,SPY,246.096,249.107,245.344,248.132,248.132,11748239
2020-05-07,SPY,247.975,248.625,246.159,246.469,246.469,10244591
2020-05-08,SPY,245.747,249.727,245.637,248.92,248.92,9902826
2020-05-11,SPY,248.375,252.719,247.559,252.164,252.164,13312550
2020-05-12,SPY,252.682,253.104,252.128,252.902,252.902,8229669
2020-05-13,SPY,251.93,253.715,251.907,253.647,253.647,9579149
2020-05-14,SPY,254.22,254.685,254.206,254.504,254.504,6732226
2020-05-15,SPY,254.476,255.401,251.707,251.913,251.913,14256718
2020-05-18,SPY,251.312,252.22,251.018,251.499,251.499,11177497
2020-05-19,SPY,251.206,251.418,251.017,251.071,251.071,7877430
2020-05-20,SPY,250.561,252.444,250.535,252.261,252.261,9656635
2020-05-21,SPY,252.698,256.443,251.904,255.339,255.339,11528952
2020-05-22,SPY,255.713,255.745,251.542,252.148,252.148,9247843
2020-05-25,SPY,251.281,252.56,250.545,251.802,251.802,8396588
2020-05-26,SPY,251.599,257.182,251.434,256.352,256.352,8037179
2020-05-27,SPY,255.909,256.087,253.882,254.107,254.107,11016886
2020-05-28,SPY,254.764,255.219,251.374,251.644,251.644,8925837
2020-05-29,SPY,250.965,252.472,249.369,252.288,252.288,8638727
2020-06-01,SPY,253.097,255.901,252.421,254.89,254.89,5991815
2020-06-02,SPY,254.873,255.444,254.355,254.957,254.957,10232922
2020-06-03,SPY,254.365,260.014,253.434,259.089,259.089,9456330
2020-06-04,SPY,258.738,261.927,258.367,261.8,261.8,9035055
2020-06-05,SPY,261.38,265.8,261.342,264.492,264.492,10596312
2020-06-08,SPY,263.818,266.435,262.303,266.291,266.291,12244007
2020-06-09,SPY,266.341,274.236,266.119,273.868,273.868,12104696
2020-06-10,SPY,273.196,273.677,272.18,273.23,273.23,11658186
2020-06-11,SPY,272.038,272.884,266.742,266.773,266.773,9277989
2020-06-12,SPY,266.571,272.41,266.238,271.993,271.993,8299005
2020-06-15,SPY,271.013,272.146,270.481,270.538,270.538,6868253
2020-06-16,SPY,270.131,271.432,269.444,270.923,270.923,8220530
2020-06-17,SPY,270.431,276.138,269.874,275.249,275.249,10058950
2020-06-18,SPY,274.77,275.064,269.245,270.042,270.042,7641142
2020-06-19,SPY,271.123,271.371,265.541,266.051,266.051,10288171
2020-06-22,SPY,266.081,266.437,260.942,261.021,261.021,7103630
2020-06-23,SPY,261.149,261.196,258.407,258.578,258.578,5017024
2020-06-24,SPY,257.659,259.989,257.11,259.979,259.979,12458218
2020-06-25,SPY,259.639,262.168,258.623,261.653,261.653,8576756
2020-06-26,SPY,261.766,263.128,260.999,262.555,262.555,7488899
2020-06-29,SPY,262.017,262.049,257.606,258.175,258.175,6718459
2020-06-30,SPY,258.644,258.886,250.066,251.148,251.148,11269108
2020-07-01,SPY,250.544,252.54,249.018,251.344,251.344,14124723
2020-07-02,SPY,251.2,251.894,249.729,249.957,249.957,8790778
2020-07-03,SPY,249.664,252.554,249.305,251.371,251.371,9353310
2020-07-06,SPY,251.454,253.822,250.443,253.53,253.53,13214896
2020-07-07,SPY,253.205,254.992,253.204,253.983,253.983,4568663
2020-07-08,SPY,253.846,257.528,253.458,256.343,256.343,15900606
2020-07-09,SPY,256.222,257.169,256.028,257.082,257.082,17332301
